# Average strategy/co-op for each 'society' at each time step for the simulation Efficiency_inequality SML_LFO with:
# N=500 T=100 S=4 Q=0.3 mu=1 sigmag=0.22 W0=2 choice=1 monincr=100 beta=0.25 seed=3218559388
# Average strategy/co-op -> Rows: 'societies' 	Columns: timesteps
#
0           	0.50706     	0.48828     	0.49764     	0.47402     	0.50712     	0.49362     	0.52542     	0.4962      	0.49964     	0.50236     	0.51138     	0.4965      	0.50302     	0.513       	0.50898     	0.53382     	0.50022     	0.517       	0.5439      	0.54052     	0.52222     	0.54582     	0.55026     	0.54242     	0.5522      	0.55822     	0.55354     	0.55542     	0.56298     	0.57372     	0.58632     	0.60482     	0.60046     	0.63964     	0.65148     	0.64628     	0.67876     	0.6849      	0.68428     	0.70532     	0.7141      	0.73222     	0.73712     	0.7613      	0.76254     	0.77144     	0.79282     	0.80114     	0.8065      	0.81482     	0.81494     	0.83016     	0.83074     	0.8342      	0.84014     	0.84278     	0.84966     	0.84992     	0.85684     	0.86258     	0.8596      	0.86566     	0.86698     	0.86718     	0.86722     	0.86998     	0.87364     	0.8726      	0.87694     	0.87524     	0.87756     	0.8767      	0.87804     	0.87974     	0.87924     	0.8811      	0.88088     	0.88042     	0.88184     	0.8823      	0.88502     	0.88416     	0.88488     	0.8847      	0.88504     	0.88524     	0.88546     	0.88626     	0.88874     	0.8878      	0.88852     	0.8888      	0.889       	0.89048     	0.8909      	0.8915      	0.89154     	0.89192     	0.89064     	0.8929      	
0           	0.48558     	0.49918     	0.49328     	0.49274     	0.4918      	0.5168      	0.51874     	0.51708     	0.51252     	0.4927      	0.50996     	0.507       	0.5025      	0.5102      	0.50008     	0.50926     	0.51252     	0.52114     	0.53614     	0.50394     	0.53486     	0.53362     	0.55076     	0.54056     	0.53608     	0.56218     	0.56976     	0.5648      	0.58638     	0.57876     	0.6032      	0.61408     	0.62424     	0.626       	0.64336     	0.65792     	0.67322     	0.68388     	0.68276     	0.70348     	0.74254     	0.72344     	0.75278     	0.75398     	0.774       	0.77744     	0.79548     	0.80136     	0.80444     	0.80908     	0.82664     	0.8337      	0.83176     	0.82936     	0.84876     	0.8389      	0.84798     	0.8556      	0.85138     	0.8605      	0.8596      	0.86474     	0.8664      	0.8664      	0.86694     	0.86912     	0.87204     	0.8739      	0.87472     	0.87688     	0.87776     	0.87908     	0.87546     	0.87904     	0.87926     	0.88026     	0.88096     	0.88092     	0.88164     	0.8819      	0.88312     	0.8839      	0.88324     	0.88468     	0.88784     	0.88704     	0.88762     	0.88728     	0.88804     	0.8875      	0.8874      	0.8889      	0.89002     	0.89014     	0.89108     	0.89114     	0.89252     	0.8933      	0.89392     	0.89328     	
0           	0.5004      	0.48296     	0.4933      	0.5181      	0.47238     	0.4744      	0.50798     	0.50374     	0.49806     	0.5389      	0.49222     	0.50588     	0.51586     	0.53232     	0.52014     	0.52444     	0.49176     	0.52288     	0.50038     	0.51824     	0.53314     	0.55306     	0.52582     	0.53242     	0.55876     	0.55566     	0.55384     	0.54818     	0.57928     	0.5822      	0.57944     	0.5879      	0.61038     	0.61368     	0.62772     	0.63262     	0.64672     	0.66724     	0.67276     	0.69052     	0.70692     	0.71954     	0.73034     	0.74112     	0.74334     	0.77118     	0.77504     	0.7805      	0.78546     	0.79212     	0.79366     	0.81846     	0.81392     	0.8222      	0.82936     	0.83036     	0.82702     	0.83366     	0.8303      	0.83988     	0.84192     	0.84748     	0.8523      	0.8485      	0.85156     	0.84918     	0.85742     	0.85926     	0.85942     	0.86162     	0.86304     	0.86362     	0.86206     	0.86826     	0.86964     	0.86972     	0.87166     	0.86876     	0.87102     	0.86866     	0.87062     	0.87084     	0.8723      	0.87196     	0.8723      	0.875       	0.8745      	0.87506     	0.87404     	0.87506     	0.87478     	0.87526     	0.87544     	0.87676     	0.87722     	0.87794     	0.87682     	0.877       	0.87596     	0.8765      	
0           	0.50318     	0.49488     	0.47574     	0.51894     	0.48156     	0.52248     	0.48816     	0.50242     	0.52212     	0.50848     	0.51504     	0.50568     	0.4827      	0.49148     	0.49916     	0.52696     	0.51794     	0.52508     	0.49696     	0.51598     	0.5242      	0.52904     	0.53144     	0.53048     	0.541       	0.55882     	0.56458     	0.54834     	0.56026     	0.58482     	0.6113      	0.6036      	0.62186     	0.62444     	0.65422     	0.64148     	0.68308     	0.67656     	0.70322     	0.7037      	0.71892     	0.72954     	0.73612     	0.77058     	0.77488     	0.76788     	0.78572     	0.81336     	0.81702     	0.81562     	0.83222     	0.83338     	0.83544     	0.84036     	0.84742     	0.84726     	0.85108     	0.85948     	0.86314     	0.86246     	0.86184     	0.8681      	0.87262     	0.87404     	0.87652     	0.87446     	0.88016     	0.88322     	0.87998     	0.8842      	0.88752     	0.88532     	0.88828     	0.88714     	0.88922     	0.8892      	0.8879      	0.88868     	0.889       	0.89064     	0.89036     	0.8915      	0.89144     	0.89336     	0.89462     	0.89494     	0.8944      	0.8959      	0.89746     	0.8971      	0.89684     	0.89604     	0.89624     	0.89594     	0.89516     	0.8948      	0.89408     	0.8936      	0.89384     	0.89452     	
0           	0.51216     	0.50966     	0.50414     	0.52792     	0.51058     	0.5057      	0.5014      	0.50238     	0.50268     	0.45628     	0.5071      	0.4936      	0.51962     	0.52404     	0.50272     	0.52618     	0.49808     	0.52786     	0.515       	0.50914     	0.51966     	0.52338     	0.52412     	0.55388     	0.53672     	0.54446     	0.56506     	0.56746     	0.58314     	0.582       	0.57928     	0.58104     	0.60966     	0.60474     	0.63926     	0.64302     	0.63226     	0.64948     	0.69326     	0.66712     	0.70766     	0.71748     	0.73426     	0.73842     	0.75416     	0.7565      	0.76632     	0.78812     	0.78564     	0.79914     	0.797       	0.81014     	0.81186     	0.81732     	0.81932     	0.8181      	0.8259      	0.83118     	0.8279      	0.83096     	0.82972     	0.84392     	0.84306     	0.84552     	0.84274     	0.8504      	0.85428     	0.85258     	0.85116     	0.8505      	0.8582      	0.85354     	0.85608     	0.85736     	0.85978     	0.85892     	0.86028     	0.86378     	0.86588     	0.86668     	0.8642      	0.8629      	0.8637      	0.86478     	0.86758     	0.86628     	0.8674      	0.86818     	0.86788     	0.86792     	0.86846     	0.86848     	0.8688      	0.86704     	0.86852     	0.86936     	0.869       	0.86966     	0.86956     	0.87168     	
0           	0.51222     	0.49978     	0.4832      	0.5092      	0.50004     	0.51618     	0.50318     	0.52914     	0.48928     	0.5035      	0.51624     	0.502       	0.51364     	0.5347      	0.49268     	0.513       	0.51242     	0.5173      	0.52696     	0.53874     	0.5304      	0.54172     	0.55182     	0.52842     	0.55076     	0.55932     	0.54632     	0.55008     	0.58864     	0.60384     	0.59264     	0.6203      	0.63156     	0.6255      	0.65892     	0.64798     	0.6653      	0.68448     	0.6894      	0.70746     	0.72434     	0.73888     	0.76536     	0.76646     	0.77686     	0.79414     	0.79282     	0.81188     	0.81828     	0.82384     	0.84064     	0.8456      	0.85246     	0.85596     	0.84976     	0.8624      	0.86232     	0.86728     	0.87422     	0.87724     	0.88264     	0.8828      	0.88366     	0.88926     	0.88874     	0.8903      	0.89222     	0.8987      	0.8984      	0.90154     	0.89984     	0.90022     	0.90014     	0.90262     	0.90274     	0.90386     	0.904       	0.90522     	0.90566     	0.90612     	0.90704     	0.90668     	0.908       	0.90898     	0.90956     	0.90858     	0.9086      	0.90836     	0.90834     	0.90972     	0.90974     	0.90976     	0.90986     	0.90968     	0.91096     	0.91126     	0.9117      	0.91202     	0.91178     	0.91158     	
0           	0.51538     	0.50156     	0.48764     	0.49812     	0.52202     	0.51976     	0.48392     	0.50372     	0.51654     	0.51118     	0.49624     	0.48644     	0.51028     	0.53852     	0.53278     	0.5278      	0.50704     	0.51496     	0.5367      	0.53404     	0.54778     	0.54298     	0.535       	0.54046     	0.56096     	0.56488     	0.57678     	0.5531      	0.59612     	0.56776     	0.61314     	0.6035      	0.6346      	0.63316     	0.65138     	0.6309      	0.65684     	0.69924     	0.69354     	0.70734     	0.7273      	0.73842     	0.75138     	0.7526      	0.7812      	0.77938     	0.78716     	0.80688     	0.8164      	0.81876     	0.82058     	0.8256      	0.8254      	0.84568     	0.84798     	0.84894     	0.85018     	0.8541      	0.85736     	0.86598     	0.87072     	0.8658      	0.87126     	0.87122     	0.87316     	0.87658     	0.87622     	0.88096     	0.88046     	0.88134     	0.88432     	0.88178     	0.8804      	0.88202     	0.88288     	0.88588     	0.88532     	0.88484     	0.8853      	0.8879      	0.88778     	0.88826     	0.88994     	0.8898      	0.88902     	0.89202     	0.88918     	0.8917      	0.88972     	0.88996     	0.89266     	0.89284     	0.89248     	0.89274     	0.89516     	0.89464     	0.8955      	0.89554     	0.89546     	0.89764     	
0           	0.51456     	0.49612     	0.4887      	0.49674     	0.52122     	0.4881      	0.50692     	0.4945      	0.50798     	0.48924     	0.49492     	0.50536     	0.50584     	0.5012      	0.51906     	0.48706     	0.52884     	0.53018     	0.51922     	0.52728     	0.52292     	0.53608     	0.5417      	0.56866     	0.53716     	0.543       	0.5712      	0.56048     	0.56576     	0.5833      	0.59364     	0.59548     	0.6235      	0.62268     	0.64718     	0.63944     	0.67394     	0.6674      	0.67988     	0.6997      	0.7202      	0.7197      	0.7371      	0.75056     	0.77094     	0.77688     	0.78014     	0.78942     	0.7925      	0.81562     	0.8122      	0.82038     	0.82274     	0.83834     	0.83144     	0.83814     	0.84908     	0.84704     	0.85394     	0.85506     	0.8539      	0.86262     	0.8639      	0.86296     	0.86778     	0.87076     	0.86784     	0.87052     	0.87246     	0.87254     	0.87668     	0.87436     	0.87512     	0.8765      	0.87758     	0.87922     	0.8789      	0.88044     	0.88172     	0.88174     	0.8806      	0.8846      	0.88294     	0.88388     	0.88336     	0.88408     	0.88344     	0.88426     	0.88582     	0.88482     	0.88494     	0.88556     	0.88654     	0.88676     	0.88734     	0.88768     	0.88838     	0.88798     	0.88814     	0.8892      	
0           	0.51672     	0.48662     	0.49108     	0.48514     	0.50564     	0.49902     	0.49472     	0.50846     	0.505       	0.52968     	0.51908     	0.5183      	0.48364     	0.51048     	0.52602     	0.48468     	0.51748     	0.5151      	0.51564     	0.5325      	0.52534     	0.52282     	0.53534     	0.53986     	0.55902     	0.54834     	0.53798     	0.56644     	0.56242     	0.59558     	0.59202     	0.58506     	0.60088     	0.6171      	0.6263      	0.63522     	0.65958     	0.6798      	0.68934     	0.6814      	0.721       	0.72222     	0.72922     	0.7404      	0.75214     	0.7724      	0.76618     	0.7826      	0.79314     	0.79818     	0.81048     	0.8082      	0.81728     	0.8191      	0.82176     	0.82372     	0.83058     	0.83288     	0.83768     	0.84422     	0.83958     	0.84612     	0.85102     	0.85044     	0.85342     	0.85296     	0.8579      	0.86038     	0.85992     	0.86138     	0.8633      	0.86228     	0.86778     	0.86702     	0.86862     	0.86806     	0.86828     	0.86588     	0.8648      	0.8672      	0.8644      	0.8673      	0.86786     	0.86862     	0.86852     	0.86834     	0.86994     	0.8689      	0.8705      	0.87074     	0.87202     	0.87374     	0.87346     	0.87382     	0.87322     	0.87326     	0.87224     	0.8722      	0.87278     	0.87352     	
0           	0.5073      	0.49424     	0.52086     	0.49354     	0.49904     	0.49024     	0.50958     	0.49844     	0.5037      	0.50704     	0.5258      	0.50752     	0.52096     	0.5153      	0.51264     	0.51758     	0.53024     	0.52324     	0.51804     	0.51818     	0.52882     	0.52492     	0.55038     	0.53838     	0.51696     	0.55162     	0.56924     	0.56634     	0.5799      	0.56952     	0.59494     	0.59586     	0.60018     	0.6247      	0.63628     	0.65578     	0.64602     	0.68266     	0.67464     	0.7121      	0.71708     	0.72924     	0.7511      	0.76278     	0.7624      	0.77178     	0.78248     	0.808       	0.80422     	0.81748     	0.81832     	0.82778     	0.82408     	0.83724     	0.84498     	0.85368     	0.85136     	0.8571      	0.85638     	0.86216     	0.8636      	0.8632      	0.86712     	0.86694     	0.8698      	0.8712      	0.8723      	0.87422     	0.87642     	0.87554     	0.87918     	0.87944     	0.88068     	0.88422     	0.88278     	0.88396     	0.8836      	0.88588     	0.88634     	0.88378     	0.8852      	0.88472     	0.88324     	0.88418     	0.88368     	0.88438     	0.88612     	0.88472     	0.88576     	0.88738     	0.8887      	0.89122     	0.88976     	0.8913      	0.8928      	0.89132     	0.8916      	0.89138     	0.89274     	0.89362     	
